product_id,variant_id,brand,perfume_name,variant_title,size_or_format,available,price_inr,compare_at_price_inr,sku,product_url,variant_image_url
9094795297022,47626031530238,Hermes,Cedre Sambac EDT,30 ML DECANT,30 ML DECANT,True,3950.00,3950.00,,https://scentoria.co.in/products/cedre-sambac-edt,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/30_ML_Decant_a391cfc7-c749-4d80-bce5-986789043235.jpg?v=1765967964
9094795297022,47626031563006,Hermes,Cedre Sambac EDT,100 ML TESTER (NO CAP),100 ML TESTER (NO CAP),False,10500.00,10500.00,,https://scentoria.co.in/products/cedre-sambac-edt,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Cedre_Sambac_EDT.avif?v=1765967624
9094795297022,47998384013566,Hermes,Cedre Sambac EDT,100 ML TESTER (WITH CAP),100 ML TESTER (WITH CAP),False,11500.00,1450.00,,https://scentoria.co.in/products/cedre-sambac-edt,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/cedre-sambac-eau-de-toilette--113485V0-front-wm-3-0-0-320-320_g.webp?v=1774530201
8389175607550,45086880465150,Affinessence,Cedre-Iris EDP,2 ML SAMPLE,2 ML SAMPLE,True,350.00,,,https://scentoria.co.in/products/cedre-iris-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/IMG_1587.jpg?v=1716274429
8389175607550,45108743340286,Affinessence,Cedre-Iris EDP,100 ML RETAIL,100 ML RETAIL,False,11000.00,,,https://scentoria.co.in/products/cedre-iris-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Cedre_iris.jpg?v=1714024137
8336428204286,44916851769598,Perris Monte Carlo,Cedro Di Diamante EDP,2 ML SAMPLE,2 ML SAMPLE,True,200.00,200.00,,https://scentoria.co.in/products/cedro-di-diamante-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/IMG_1993.jpg?v=1763704013
8336428204286,47545779355902,Perris Monte Carlo,Cedro Di Diamante EDP,10 ML DECANT,10 ML DECANT,True,1050.00,1050.00,,https://scentoria.co.in/products/cedro-di-diamante-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/10_ML_Decant_933e09f9-54e9-4cae-a273-534afb1bdfd6.jpg?v=1763704013
8336428204286,47545779388670,Perris Monte Carlo,Cedro Di Diamante EDP,20 ML DECANT,20 ML DECANT,True,1850.00,1850.00,,https://scentoria.co.in/products/cedro-di-diamante-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/20_ML_Decant_27e881f4-15b0-4454-aa49-3c8b31008907.jpg?v=1763704013
8336428204286,47545779421438,Perris Monte Carlo,Cedro Di Diamante EDP,30 ML DECANT,30 ML DECANT,True,2750.00,2750.00,,https://scentoria.co.in/products/cedro-di-diamante-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/30_ML_Decant_e76ae8d5-c859-4540-8019-3e32b9b39930.jpg?v=1763704013
8336428204286,47545779454206,Perris Monte Carlo,Cedro Di Diamante EDP,100 ML TESTER,100 ML TESTER,False,5750.00,5750.00,,https://scentoria.co.in/products/cedro-di-diamante-edp,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/Cedra_Di_Mante.webp?v=1763704013
8358640976126,44996193681662,Floris,Cefiro EDT,1.2 ML SAMPLE,1.2 ML SAMPLE,True,250.00,250.00,,https://scentoria.co.in/products/cefiro-edt,https://cdn.shopify.com/s/files/1/0679/6096/3326/files/MG_0416.jpg?v=1765514809
